id_usuario,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,gasto_total,ratio_gasto_ingreso,perfil_financiero
3988,2101,57.9,Media,1673.88,0.8,En observación
3989,2217,47.7,Alta,1869.17,0.84,En observación
3990,2739,42.5,Alta,2503.79,0.91,En observación
3991,1375,38.7,Alta,641.85,0.47,Saludable
3992,2829,48.3,Media,1921.71,0.68,En observación
3993,2729,45.0,Media,3058.83,1.12,En observación
3994,3938,71.2,Alta,3000.7,0.76,En observación
3995,4683,30.6,Media,2073.16,0.44,En observación
3996,800,23.7,Baja,773.87,0.97,En observación
3997,2459,43.2,Alta,1467.53,0.6,Saludable
3998,3912,27.3,Alta,2058.26,0.53,Saludable
3999,4197,24.6,Alta,2927.66,0.7,Saludable
4000,5286,25.8,Alta,4587.42,0.87,En observación
4001,4819,30.6,Baja,2822.88,0.59,En observación
4002,4014,57.3,Media,2660.79,0.66,En observación
4003,3008,31.7,Baja,3076.5,1.02,En riesgo
4004,1638,21.4,Media,1598.88,0.98,En observación
4005,1777,17.7,Baja,1557.77,0.88,En riesgo
4006,3527,67.1,Alta,3168.47,0.9,En observación
4007,2276,15.4,Baja,1844.42,0.81,En observación
4008,6011,52.0,Baja,5193.22,0.86,En observación
4009,2492,48.8,Alta,1616.43,0.65,En observación
4010,4212,30.8,Media,2626.14,0.62,En observación
4011,3784,45.5,Media,2234.71,0.59,En observación
4012,3567,39.9,Alta,2091.96,0.59,Saludable
4013,4511,7.2,Alta,4426.63,0.98,Saludable
4014,1179,22.8,Alta,964.71,0.82,Saludable
4015,3530,41.1,Alta,2519.03,0.71,Saludable
4016,3052,51.2,Alta,3214.71,1.05,En observación
4017,5137,33.8,Baja,4707.12,0.92,En observación
4018,848,38.8,Media,492.37,0.58,Saludable
4019,1522,39.0,Alta,1179.7,0.78,En observación
4020,4504,23.7,Media,3320.87,0.74,En observación
4021,3185,15.5,Alta,2612.61,0.82,En observación
4022,2275,49.2,Baja,1752.74,0.77,En riesgo
4023,951,2.9,Baja,737.92,0.78,En observación
4024,2493,55.1,Baja,2199.55,0.88,En riesgo
4025,3546,67.2,Baja,1866.4,0.53,En riesgo
4026,3016,40.6,Media,2949.98,0.98,En observación
4027,5178,63.3,Baja,3945.27,0.76,En riesgo
4028,2614,30.3,Media,1877.37,0.72,En observación
4029,5307,28.4,Alta,5445.26,1.03,En observación
4030,4770,22.3,Alta,3052.18,0.64,Saludable
4031,4924,11.8,Baja,4292.89,0.87,En observación
4032,4735,30.3,Media,4687.91,0.99,En riesgo
4033,5653,51.9,Alta,4385.9,0.78,Saludable
4034,1921,0.0,Alta,1066.04,0.55,Saludable
4035,2661,27.3,Alta,2231.75,0.84,Saludable
4036,1817,29.2,Alta,1068.89,0.59,Saludable
4037,5514,25.9,Baja,5893.21,1.07,En riesgo
4038,2631,13.3,Baja,1948.36,0.74,En observación
4039,2765,43.6,Baja,2675.19,0.97,En riesgo
4040,2486,40.7,Alta,1932.45,0.78,Saludable
4041,2972,28.9,Baja,1391.87,0.47,En observación
4042,2782,0.0,Alta,2074.55,0.75,Saludable
4043,6033,21.2,Baja,3332.78,0.55,En observación
4044,2509,18.3,Baja,2111.85,0.84,En observación
4045,1314,55.9,Media,1122.56,0.85,En observación
4046,3495,37.6,Media,3233.58,0.93,En observación
4047,4049,22.4,Alta,2899.02,0.72,Saludable
4048,3490,41.0,Alta,2923.49,0.84,Saludable
4049,1463,24.5,Alta,1578.8,1.08,En observación
4050,3188,22.0,Media,2073.07,0.65,En observación
4051,5601,36.8,Baja,3390.65,0.61,En riesgo
4052,3618,21.3,Media,3633.11,1.0,En observación
4053,5994,16.9,Baja,6038.39,1.01,En observación
4054,5437,58.5,Alta,2969.31,0.55,En observación
4055,1387,14.3,Media,839.67,0.61,En observación
4056,3550,27.5,Alta,2755.94,0.78,En observación
4057,4502,46.4,Baja,4851.38,1.08,En riesgo
4058,2718,39.2,Baja,1478.68,0.54,En observación
4059,4999,28.1,Media,2662.09,0.53,Saludable
4060,3573,47.1,Media,3405.56,0.95,En observación
4061,6513,28.4,Media,4722.3,0.73,Saludable
4062,2829,42.8,Alta,2918.15,1.03,En observación
4063,4193,45.7,Baja,3153.21,0.75,En observación
4064,3871,41.4,Media,2243.1,0.58,En observación
4065,1767,0.0,Alta,1651.9,0.93,Saludable
4066,5897,42.9,Alta,4046.77,0.69,En observación
4067,4349,44.5,Alta,3514.34,0.81,En observación
4068,3055,15.0,Baja,2255.61,0.74,En observación
4069,1698,9.9,Media,1410.24,0.83,En observación
4070,3251,24.6,Media,3328.08,1.02,En riesgo
4071,1644,22.0,Alta,1484.53,0.9,En observación
4072,3438,12.9,Media,2156.12,0.63,Saludable
4073,3915,55.6,Baja,2452.21,0.63,En observación
4074,3337,45.5,Media,1633.67,0.49,En observación
4075,3242,19.0,Alta,1497.69,0.46,Saludable
4076,3243,32.6,Baja,1906.41,0.59,En observación
4077,2770,28.5,Media,1743.66,0.63,Saludable
4078,7593,9.5,Baja,5942.76,0.78,Saludable
4079,800,31.5,Media,625.11,0.78,En observación
4080,4099,27.8,Baja,2373.62,0.58,En riesgo
4081,4893,11.3,Alta,3703.19,0.76,Saludable
4082,2982,41.6,Alta,2682.94,0.9,En observación
4083,3079,52.5,Alta,2826.25,0.92,En observación
4084,1056,35.2,Baja,924.69,0.88,En observación
4085,3878,23.7,Baja,2754.33,0.71,En observación
4086,3278,50.9,Alta,2195.11,0.67,En observación
4087,2291,41.4,Alta,1718.93,0.75,En observación
4088,3511,39.6,Baja,1010.59,0.29,Saludable
4089,4126,0.0,Baja,2700.45,0.65,En observación
4090,2258,19.6,Baja,1803.88,0.8,En observación
4091,2062,21.4,Baja,1275.09,0.62,Saludable
4092,3713,44.0,Baja,3464.21,0.93,En observación
4093,1622,30.3,Media,1458.61,0.9,En observación
4094,3934,47.1,Media,2427.1,0.62,En observación
4095,5952,27.0,Media,3106.23,0.52,Saludable
4096,2093,35.4,Baja,1232.21,0.59,En observación
4097,2396,0.0,Baja,1929.24,0.81,En observación
4098,4277,19.9,Baja,2607.61,0.61,En observación
4099,5779,30.2,Alta,4775.91,0.83,Saludable
4100,1185,44.5,Alta,1082.51,0.91,En observación
4101,3227,39.0,Alta,2939.4,0.91,En observación
4102,4983,31.0,Alta,2563.83,0.51,Saludable
4103,3885,40.6,Media,3860.53,0.99,En observación
4104,6651,3.6,Baja,5490.28,0.83,En observación
4105,800,27.0,Media,390.17,0.49,Saludable
4106,3552,46.8,Baja,1700.11,0.48,En observación
4107,3647,45.4,Media,2451.82,0.67,En observación
4108,1674,10.6,Alta,1399.47,0.84,En observación
4109,2653,39.4,Media,1262.25,0.48,En observación
4110,4503,8.3,Media,3211.99,0.71,En observación
4111,800,50.0,Baja,650.93,0.81,En riesgo
4112,2881,4.2,Alta,2437.7,0.85,Saludable
4113,3548,46.3,Media,3147.68,0.89,En riesgo
4114,3731,19.6,Baja,2671.71,0.72,En observación
4115,5024,8.0,Alta,3775.72,0.75,En observación
4116,3140,44.0,Alta,2633.71,0.84,En observación
4117,2285,17.9,Baja,1722.09,0.75,En observación
4118,3095,33.8,Baja,3315.47,1.07,En riesgo
4119,4438,47.5,Baja,2557.89,0.58,En observación
4120,7138,28.8,Alta,6787.93,0.95,En observación
4121,1283,34.7,Baja,996.14,0.78,En observación
4122,2369,13.2,Media,1573.77,0.66,Saludable
4123,5277,57.3,Baja,5284.32,1.0,En riesgo
4124,1993,23.9,Media,1570.06,0.79,En observación
4125,4366,40.8,Media,3695.96,0.85,En riesgo
4126,2143,44.0,Media,1338.91,0.62,En observación
4127,4298,48.2,Media,3601.05,0.84,En observación
4128,3965,32.0,Baja,2170.16,0.55,En observación
4129,3382,31.2,Alta,2543.4,0.75,En observación
4130,3177,38.4,Media,2300.07,0.72,En riesgo
4131,3621,65.1,Baja,2945.18,0.81,En riesgo
4132,2151,8.4,Media,1229.38,0.57,Saludable
4133,4092,22.1,Baja,3206.68,0.78,En riesgo
4134,3368,61.2,Media,1813.18,0.54,En observación
4135,2691,44.0,Alta,933.34,0.35,Saludable
4136,3339,53.3,Media,2639.99,0.79,En observación
4137,1704,55.1,Alta,1087.49,0.64,Saludable
4138,5716,45.2,Alta,5597.85,0.98,En observación
4139,1212,32.0,Baja,982.11,0.81,En riesgo
4140,5717,4.0,Media,5172.43,0.9,Saludable
4141,4784,22.9,Media,2887.07,0.6,Saludable
4142,1332,30.6,Alta,813.74,0.61,En observación
4143,4460,55.3,Media,3639.09,0.82,En riesgo
4144,5600,20.6,Baja,2699.84,0.48,En observación
4145,1366,66.8,Alta,1382.38,1.01,En riesgo
4146,3594,38.3,Alta,2398.26,0.67,En observación
4147,1677,0.0,Baja,1019.07,0.61,Saludable
4148,5717,57.2,Baja,2844.05,0.5,En riesgo
4149,4927,6.5,Baja,3349.14,0.68,En observación
4150,4622,11.6,Media,3384.24,0.73,Saludable
4151,4210,26.7,Baja,2751.89,0.65,En observación
4152,6554,23.7,Baja,3687.41,0.56,En observación
4153,3285,8.8,Alta,3783.23,1.15,En observación
4154,2933,32.4,Media,3113.15,1.06,En observación
4155,3914,61.3,Alta,3026.19,0.77,En observación
4156,2572,33.1,Alta,2545.11,0.99,En observación
4157,4740,8.5,Baja,2323.22,0.49,Saludable
4158,5657,31.0,Media,4537.85,0.8,En observación
4159,5164,20.8,Baja,4512.77,0.87,En observación
4160,6475,18.0,Alta,3827.83,0.59,Saludable
4161,3620,34.9,Media,2863.12,0.79,En observación
4162,5920,43.4,Alta,5888.1,0.99,En observación
4163,4125,33.0,Alta,3931.29,0.95,En observación
4164,3790,7.2,Media,4056.59,1.07,En observación
4165,2587,36.1,Baja,1236.59,0.48,En observación
4166,1293,26.7,Baja,1026.64,0.79,En riesgo
4167,3660,39.5,Alta,2726.44,0.74,En observación
4168,3628,27.2,Baja,1619.6,0.45,En observación
4169,3867,26.3,Media,2791.8,0.72,En observación
4170,2205,22.6,Media,1531.97,0.69,En observación
4171,4090,27.3,Baja,2309.47,0.56,En observación
4172,7396,13.1,Baja,4856.56,0.66,En observación
4173,4041,37.8,Alta,2708.73,0.67,En observación
4174,3592,25.3,Media,2852.67,0.79,En observación
4175,3467,29.8,Baja,3266.85,0.94,En riesgo
4176,5876,3.7,Baja,5364.33,0.91,En observación
4177,2172,33.8,Baja,2039.95,0.94,En observación
4178,4164,43.1,Alta,2320.25,0.56,Saludable
4179,3951,18.1,Media,2338.01,0.59,Saludable
4180,4702,39.7,Alta,2797.43,0.59,En observación
4181,2246,5.8,Media,1536.07,0.68,En observación
4182,4484,30.0,Media,3026.67,0.67,En observación
4183,3663,14.0,Alta,2517.73,0.69,Saludable
4184,1473,17.4,Baja,1213.59,0.82,En observación
4185,3037,16.3,Alta,3139.75,1.03,Saludable
4186,3877,22.7,Baja,2933.07,0.76,En observación
4187,1445,29.9,Alta,1393.46,0.96,En observación
4188,3305,30.6,Baja,3794.27,1.15,En riesgo
4189,2574,20.7,Alta,2373.69,0.92,Saludable
4190,5132,35.0,Media,4327.25,0.84,En observación
4191,2555,51.9,Baja,1802.78,0.71,En observación
4192,3380,32.9,Alta,1907.85,0.56,Saludable
4193,2573,42.7,Alta,1519.43,0.59,Saludable
4194,800,7.9,Baja,796.06,1.0,En observación
4195,4252,38.0,Media,3232.0,0.76,En observación
4196,5067,32.2,Alta,5076.31,1.0,En observación
4197,2573,22.5,Baja,1592.83,0.62,En observación
4198,2892,18.0,Baja,2335.46,0.81,En observación
4199,3942,58.3,Media,3604.38,0.91,En riesgo
4200,1387,22.5,Media,1217.77,0.88,En observación
4201,6711,30.2,Media,5092.26,0.76,En observación
4202,4245,12.6,Media,4837.94,1.14,En riesgo
4203,4976,9.1,Alta,3915.98,0.79,En observación
4204,4390,15.0,Alta,2778.8,0.63,Saludable
4205,2595,52.9,Media,1048.94,0.4,En observación
4206,1562,15.6,Media,606.44,0.39,Saludable
4207,5766,34.0,Media,3080.74,0.53,En observación
4208,5347,31.6,Media,5968.61,1.12,En riesgo
4209,4524,17.9,Baja,3903.9,0.86,En observación
4210,4280,19.7,Baja,3308.69,0.77,En observación
4211,800,45.0,Baja,383.66,0.48,En observación
4212,4000,34.9,Baja,2796.18,0.7,En observación
4213,4206,41.0,Alta,4466.85,1.06,En observación
4214,3596,16.4,Baja,2979.18,0.83,En observación
4215,3212,38.2,Baja,2239.88,0.7,En riesgo
4216,4869,43.5,Baja,3755.03,0.77,En observación
4217,2582,38.9,Baja,3074.61,1.19,En riesgo
4218,4184,21.7,Media,2404.49,0.57,Saludable
4219,800,50.3,Media,278.86,0.35,En observación
4220,1733,16.7,Media,1729.14,1.0,En observación
4221,2052,21.2,Media,1256.26,0.61,En observación
4222,3759,58.4,Baja,1522.64,0.41,En observación
4223,3027,44.2,Alta,2463.58,0.81,En observación
4224,4018,16.0,Media,3889.54,0.97,En observación
4225,4873,49.0,Baja,4021.11,0.83,En riesgo
4226,4066,26.7,Media,3044.67,0.75,En observación
4227,2721,54.5,Media,2185.87,0.8,En observación
4228,4082,74.7,Media,2229.95,0.55,En observación
4229,1429,26.5,Media,1134.9,0.79,En observación
4230,2690,32.1,Baja,1774.38,0.66,En observación
4231,5171,40.2,Baja,4698.28,0.91,En riesgo
4232,3924,27.6,Baja,2397.54,0.61,En observación
4233,2714,41.0,Alta,2204.91,0.81,En observación
4234,1759,51.5,Media,1184.06,0.67,En observación
4235,2841,67.3,Alta,1932.48,0.68,En observación
4236,3212,27.8,Alta,1957.18,0.61,Saludable
4237,5113,34.7,Alta,2812.1,0.55,Saludable
4238,2673,30.8,Baja,2644.88,0.99,En riesgo
4239,3368,56.7,Baja,3057.19,0.91,En riesgo
4240,6437,37.3,Media,2526.04,0.39,En observación
4241,1112,36.8,Baja,490.98,0.44,En observación
4242,2954,18.4,Baja,2030.01,0.69,En observación
4243,2429,38.2,Alta,1399.55,0.58,Saludable
4244,3986,15.1,Baja,2048.37,0.51,En observación
4245,5185,28.8,Media,3461.94,0.67,En observación
4246,3583,33.6,Media,1056.68,0.29,Saludable
4247,2232,32.3,Alta,1748.68,0.78,En observación
4248,3886,10.5,Baja,3926.65,1.01,En riesgo
4249,1613,35.0,Alta,1036.87,0.64,Saludable
4250,5080,62.0,Media,4496.97,0.89,En riesgo
4251,2990,32.7,Media,2974.33,0.99,En observación
4252,2171,5.7,Baja,1828.74,0.84,En observación
4253,2531,45.4,Baja,1706.1,0.67,En observación
4254,3475,24.7,Media,2753.78,0.79,En observación
4255,1786,37.3,Media,1394.85,0.78,En observación
4256,4808,30.7,Alta,4021.61,0.84,En observación
4257,2743,34.5,Alta,1933.43,0.7,Saludable
4258,3017,37.1,Alta,2307.09,0.76,En observación
4259,3474,5.9,Baja,2625.12,0.76,En observación
4260,3864,21.1,Baja,2066.53,0.53,En observación
4261,3090,32.6,Media,2160.95,0.7,En observación
4262,2826,15.5,Baja,2360.48,0.84,En observación
4263,3746,36.2,Baja,2413.82,0.64,En observación
4264,7139,22.1,Baja,6155.35,0.86,En riesgo
4265,4685,25.5,Baja,3457.15,0.74,En observación
4266,4823,38.5,Baja,3170.66,0.66,En observación
4267,1518,44.8,Baja,1171.39,0.77,En riesgo
4268,2266,8.0,Baja,2092.13,0.92,En observación
4269,4861,24.2,Baja,3438.54,0.71,En observación
4270,4599,42.0,Media,3204.88,0.7,En observación
4271,5164,28.4,Media,3395.7,0.66,En observación
4272,2518,39.4,Alta,1862.02,0.74,Saludable
4273,5193,0.0,Alta,2040.11,0.39,Saludable
4274,4291,20.4,Alta,3332.42,0.78,Saludable
4275,4560,33.7,Baja,3382.54,0.74,En observación
4276,4240,29.6,Alta,1749.72,0.41,En observación
4277,5301,10.7,Alta,3646.43,0.69,Saludable
4278,5118,0.0,Media,3378.79,0.66,Saludable
4279,3072,22.9,Baja,2348.07,0.76,En observación
4280,2373,39.3,Baja,1973.96,0.83,En riesgo
4281,3235,21.4,Baja,2357.04,0.73,En observación
4282,800,35.9,Baja,644.52,0.81,En observación
4283,3276,0.0,Alta,2197.63,0.67,Saludable
4284,3519,25.4,Media,2649.96,0.75,En observación
4285,4488,26.6,Baja,3709.27,0.83,En riesgo
4286,5009,65.1,Baja,3164.59,0.63,En riesgo
4287,2314,35.3,Media,2040.59,0.88,En observación
4288,3632,43.7,Baja,2259.65,0.62,En riesgo
4289,1423,59.1,Baja,1323.73,0.93,En riesgo
4290,2896,22.4,Media,2101.21,0.73,En observación
4291,5383,59.5,Baja,4230.44,0.79,En riesgo
4292,2681,27.3,Baja,1513.63,0.56,En observación
4293,6646,34.5,Alta,3987.84,0.6,En observación
4294,1732,13.6,Media,1048.64,0.61,En observación
4295,3121,0.0,Alta,3020.54,0.97,Saludable
4296,800,25.2,Media,675.02,0.84,En observación
4297,6198,17.2,Media,4700.62,0.76,Saludable
4298,1187,43.3,Baja,989.23,0.83,En riesgo
4299,4140,19.7,Media,2355.56,0.57,Saludable
4300,5242,54.1,Alta,4682.04,0.89,En observación
4301,3905,30.2,Media,2207.61,0.57,En observación
4302,1498,28.1,Baja,1564.66,1.04,En riesgo
4303,2115,28.9,Media,1268.6,0.6,En observación
4304,5062,39.8,Baja,6059.95,1.2,En riesgo
4305,3806,40.2,Baja,2715.81,0.71,En observación
4306,5459,45.1,Media,3857.39,0.71,En observación
4307,5361,42.7,Media,2608.89,0.49,En observación
4308,3249,46.7,Media,3039.72,0.94,En riesgo
4309,1823,18.2,Baja,1732.83,0.95,En observación
4310,1218,38.0,Baja,793.53,0.65,En riesgo
4311,3944,32.4,Alta,2695.87,0.68,En observación
4312,4038,23.9,Alta,2451.33,0.61,Saludable
4313,2034,45.4,Alta,863.43,0.42,Saludable
4314,4415,35.1,Baja,2741.23,0.62,En observación
4315,2171,29.7,Alta,1882.98,0.87,En observación
4316,2487,48.0,Media,1904.06,0.77,En observación
4317,5794,46.8,Media,5513.71,0.95,En observación
4318,4691,33.2,Media,2497.12,0.53,En observación
4319,3885,38.8,Alta,2824.24,0.73,Saludable
4320,4485,10.3,Media,4541.45,1.01,En observación
4321,3868,38.4,Baja,3312.26,0.86,En observación
4322,4736,34.5,Baja,3010.45,0.64,En observación
4323,2999,10.5,Media,3178.96,1.06,En observación
4324,4178,26.6,Media,2985.27,0.71,En observación
4325,6137,21.4,Baja,3368.2,0.55,En observación
4326,819,14.9,Media,577.86,0.71,Saludable
4327,5168,42.9,Baja,3341.3,0.65,En riesgo
4328,5674,28.3,Alta,3795.22,0.67,En observación
4329,4582,33.8,Alta,4561.1,1.0,En observación
4330,2742,31.2,Baja,2569.14,0.94,En observación
4331,3068,50.7,Alta,2018.33,0.66,En observación
4332,5622,29.0,Alta,3641.16,0.65,Saludable
4333,7497,58.1,Baja,5791.96,0.77,En riesgo
4334,3676,33.7,Media,1934.29,0.53,En observación
4335,5484,3.0,Alta,4928.94,0.9,En observación
4336,2659,55.4,Media,1663.84,0.63,En observación
4337,3040,25.4,Media,1942.21,0.64,En observación
4338,4773,29.0,Alta,2411.35,0.51,Saludable
4339,4133,26.7,Media,4488.86,1.09,En observación
4340,800,19.0,Media,702.3,0.88,En observación
4341,2029,44.3,Alta,1690.68,0.83,En observación
4342,4672,23.6,Alta,3185.29,0.68,En observación
4343,1483,0.0,Media,996.59,0.67,En observación
4344,3883,42.9,Media,1502.98,0.39,En observación
4345,4481,9.7,Media,4056.07,0.91,En observación
4346,8107,0.0,Baja,8078.14,1.0,En observación
4347,1074,22.1,Baja,859.14,0.8,En riesgo
4348,6083,51.3,Media,3505.21,0.58,En observación
4349,4087,20.2,Alta,2909.36,0.71,Saludable
4350,3556,19.1,Baja,2009.0,0.56,En observación
4351,4443,27.2,Baja,4426.02,1.0,En observación
4352,3046,39.9,Media,2211.89,0.73,En observación
4353,800,30.3,Baja,336.88,0.42,Saludable
4354,1497,14.4,Media,974.86,0.65,Saludable
4355,4496,33.3,Alta,1833.5,0.41,Saludable
4356,3977,25.1,Media,2939.16,0.74,En observación
4357,4647,6.4,Alta,3280.89,0.71,En observación
4358,5625,42.8,Baja,4762.28,0.85,En riesgo
4359,6377,28.1,Baja,3669.98,0.58,En observación
4360,8145,6.5,Baja,5418.89,0.67,Saludable
4361,3687,12.0,Baja,2693.08,0.73,Saludable
4362,4426,48.3,Alta,3013.62,0.68,En observación
4363,3255,32.7,Baja,2418.89,0.74,En riesgo
4364,5350,17.8,Media,3714.62,0.69,En observación
4365,1367,0.4,Alta,1080.94,0.79,Saludable
4366,2417,21.3,Alta,1482.02,0.61,Saludable
4367,4540,12.3,Baja,3188.01,0.7,En observación
4368,1317,43.1,Baja,864.52,0.66,En observación
4369,1238,18.9,Alta,1096.99,0.89,En observación
4370,800,27.0,Media,659.37,0.82,En observación
4371,4774,17.0,Media,3712.7,0.78,En observación
4372,5329,19.9,Baja,3659.23,0.69,En observación
4373,1958,31.0,Baja,826.17,0.42,Saludable
4374,4073,15.1,Baja,2655.5,0.65,En observación
4375,2631,42.3,Alta,2075.38,0.79,En observación
4376,5361,34.8,Media,5505.71,1.03,En riesgo
4377,2715,49.4,Alta,2165.2,0.8,En observación
4378,3918,46.7,Alta,3259.42,0.83,En observación
4379,5130,37.8,Media,2900.03,0.57,En observación
4380,3607,40.4,Alta,3119.04,0.86,En observación
4381,3681,40.8,Baja,2191.87,0.6,En riesgo
4382,800,51.8,Alta,593.49,0.74,En observación
4383,4046,35.2,Alta,3438.15,0.85,En observación
4384,3007,45.5,Media,1668.27,0.55,En observación
4385,4754,44.9,Alta,3959.81,0.83,En observación
4386,4845,20.0,Alta,5161.15,1.07,En observación
4387,1191,12.1,Baja,902.61,0.76,En observación
4388,6454,14.4,Alta,4886.34,0.76,Saludable
4389,2761,55.3,Baja,1506.01,0.55,En riesgo
4390,4089,29.6,Media,3449.07,0.84,En observación
4391,5984,58.9,Alta,4538.74,0.76,En riesgo
4392,2901,36.0,Media,2923.45,1.01,En observación
4393,1428,5.8,Baja,1600.71,1.12,En observación
4394,3221,13.3,Media,2965.58,0.92,En observación
4395,2763,34.5,Baja,1543.06,0.56,En observación
4396,5603,36.4,Baja,4333.91,0.77,En observación
4397,2916,59.9,Baja,1760.71,0.6,En riesgo
4398,3673,45.1,Baja,3484.1,0.95,En riesgo
4399,3936,34.9,Alta,1342.23,0.34,Saludable
4400,2592,21.6,Baja,1384.46,0.53,En observación
4401,3503,26.8,Baja,1835.19,0.52,En observación
4402,800,27.6,Alta,609.1,0.76,En observación
4403,1154,33.4,Media,649.17,0.56,Saludable
4404,4577,60.2,Baja,3475.06,0.76,En riesgo
4405,3783,44.1,Media,3260.11,0.86,En riesgo
4406,2427,33.8,Alta,2496.91,1.03,En observación
4407,800,29.9,Baja,813.77,1.02,En riesgo
4408,4556,24.5,Baja,2589.37,0.57,En riesgo
4409,4593,17.3,Media,3276.79,0.71,En observación
4410,4316,16.5,Alta,2759.85,0.64,Saludable
4411,5060,24.9,Baja,4219.73,0.83,En riesgo
4412,3830,28.3,Media,3006.19,0.78,En observación
4413,5369,34.7,Baja,3500.63,0.65,En riesgo
4414,5346,9.9,Baja,5484.47,1.03,En observación
4415,3925,45.1,Baja,2543.18,0.65,En riesgo
4416,2935,7.9,Alta,1674.14,0.57,Saludable
4417,2082,54.2,Alta,2007.2,0.96,En riesgo
4418,3687,33.9,Baja,1973.03,0.54,En observación
4419,4070,38.5,Baja,4289.36,1.05,En riesgo
4420,3311,34.9,Alta,1925.75,0.58,Saludable
4421,4239,25.1,Media,4178.04,0.99,En observación
4422,5184,39.9,Baja,3357.21,0.65,En observación
4423,800,18.1,Media,750.79,0.94,En observación
4424,5244,20.7,Alta,4600.45,0.88,Saludable
4425,2052,28.4,Alta,1293.39,0.63,Saludable
4426,3227,31.6,Media,3156.99,0.98,En riesgo
4427,5330,40.8,Alta,4316.61,0.81,Saludable
4428,3725,39.0,Baja,3770.96,1.01,En riesgo
4429,5361,14.5,Media,3705.76,0.69,En observación
4430,5241,27.8,Media,3852.97,0.74,En observación
4431,1811,54.1,Media,1071.67,0.59,Saludable
4432,3515,55.5,Baja,3007.3,0.86,En riesgo
4433,3562,27.7,Baja,1680.97,0.47,Saludable
4434,3794,49.7,Alta,3080.52,0.81,En observación
4435,5876,34.9,Media,4277.27,0.73,En observación
4436,6533,37.9,Alta,3790.13,0.58,Saludable
4437,5380,14.4,Media,5830.25,1.08,Saludable
4438,5634,37.3,Alta,4345.77,0.77,En observación
4439,6336,40.6,Media,3721.91,0.59,Saludable
4440,3766,30.0,Baja,1794.21,0.48,En observación
4441,2639,30.1,Alta,2324.08,0.88,En observación
4442,4863,19.2,Alta,3970.18,0.82,Saludable
4443,1502,36.0,Alta,1628.47,1.08,En observación
4444,1109,30.5,Alta,589.47,0.53,Saludable
4445,4287,27.4,Media,2959.7,0.69,En observación
4446,3512,18.4,Baja,1756.72,0.5,En observación
4447,2922,32.5,Alta,2341.55,0.8,En observación
4448,1739,4.9,Alta,1119.98,0.64,Saludable
4449,2408,24.7,Baja,2728.06,1.13,En observación
4450,2367,58.4,Media,1756.25,0.74,En observación
4451,5253,30.8,Media,3610.41,0.69,En observación
4452,2513,14.7,Alta,1833.37,0.73,Saludable
4453,3516,35.3,Alta,3176.88,0.9,En observación
4454,2891,37.5,Media,2424.55,0.84,En observación
4455,2781,14.6,Baja,2337.04,0.84,En observación
4456,3098,0.0,Baja,1578.27,0.51,Saludable
4457,5145,40.3,Alta,3345.75,0.65,En observación
4458,4831,27.6,Baja,2419.42,0.5,En observación
4459,3353,11.5,Alta,2736.28,0.82,Saludable
4460,4168,34.2,Alta,3673.56,0.88,En observación
4461,3803,24.0,Media,2452.14,0.64,En observación
4462,800,43.2,Alta,510.64,0.64,Saludable
4463,3892,7.7,Baja,2347.33,0.6,Saludable
4464,3168,17.9,Baja,3289.02,1.04,En riesgo
4465,800,38.2,Alta,723.65,0.9,En observación
4466,2513,26.3,Media,1546.28,0.62,Saludable
4467,1685,28.3,Alta,807.95,0.48,Saludable
4468,1627,33.1,Baja,1021.28,0.63,En observación
4469,5122,53.8,Alta,1510.78,0.29,Saludable
4470,3045,36.9,Alta,1379.19,0.45,Saludable
4471,3696,31.3,Baja,3023.22,0.82,En riesgo
4472,4008,32.9,Media,3046.21,0.76,En observación
4473,800,53.2,Baja,282.55,0.35,En observación
4474,3160,40.1,Media,790.0,0.25,Saludable
4475,4689,44.9,Alta,2928.19,0.62,Saludable
4476,2576,24.1,Baja,1453.56,0.56,En observación
4477,4152,32.0,Baja,3481.39,0.84,En observación
4478,4557,43.2,Media,1989.09,0.44,Saludable
4479,3153,29.7,Media,1984.45,0.63,En observación
4480,6470,32.8,Baja,4950.72,0.77,En riesgo
4481,800,30.4,Alta,740.98,0.93,Saludable
4482,1660,27.2,Baja,1226.87,0.74,En observación
4483,6644,22.8,Alta,3603.32,0.54,Saludable
4484,4862,30.3,Alta,4071.47,0.84,Saludable
4485,5732,38.4,Alta,5379.98,0.94,En observación
4486,4737,16.9,Alta,3133.74,0.66,En observación
4487,5840,12.8,Media,4642.52,0.79,Saludable
4488,2454,34.3,Media,2344.49,0.96,En observación
4489,3021,37.7,Baja,2070.0,0.69,En observación
4490,5595,0.0,Media,4999.16,0.89,Saludable
4491,5342,20.4,Baja,2835.64,0.53,En observación
4492,4046,15.0,Baja,2121.97,0.52,En observación
4493,1694,14.1,Alta,1305.76,0.77,Saludable
4494,4140,52.4,Baja,2994.3,0.72,En riesgo
4495,6527,12.2,Media,6294.78,0.96,En observación
4496,4781,49.4,Media,3827.21,0.8,En observación
4497,5142,47.0,Baja,4879.53,0.95,En riesgo
4498,2426,32.9,Alta,2230.95,0.92,En observación
4499,2855,34.7,Baja,1468.67,0.51,En observación
4500,2325,41.8,Baja,1262.77,0.54,En riesgo
4501,3983,18.3,Media,3482.91,0.87,En observación
