id_interno,codigo_autorizacion,descripcion,valor,categoria,desc_limpia
4965,32385662,DEBITO CENTRO MEDICO,116.55,Salud,debito centro medico
4966,13858404,TEF ENVIADA FARMACIA AHUMADA,81.92,Salud,tef enviada farmacia ahumada
4967,97912977,PAGO WEB COLEGIO MENSUALIDAD,71.89,Educación,pago web colegio mensualidad
4968,17947134,PAGO WEB COPEC SANTIAGO,28.31,Transporte,pago web copec santiago
4969,42279221,PAGO WEB SHELL RUTA 5,6.11,Transporte,pago web shell ruta 
4970,19899046,PAGO WEB GASCO LIQUADO,71.02,Servicios,pago web gasco liquado
4971,54282473,CARGO TC SODIMAC HOME,302.39,Vivienda,cargo tc sodimac home
4972,26782946,PAGO WEB TIENDA ONLINE,138.01,Servicios,pago web tienda online
4973,23416165,PAGO AUTOMATICO TIENDA ONLINE,57.12,Ocio,pago automatico tienda online
4974,81271728,CARGO TC GASCO LIQUADO,138.77,Servicios,cargo tc gasco liquado
4975,22140196,CARGO TC UDEMY COURSES,102.06,Educación,cargo tc udemy courses
4976,91578435,COMPRA TBK CINEMARK ONLINE,49.88,Ocio,compra tbk cinemark online
4977,44272725,CARG0 Tc PINTURAS SHERW1N,96.38,Vivienda,carg tc pinturas sherwn
4978,34804155,PAGO AUTOMATICO CONSULTA ESPECIALISTA,94.89,Salud,pago automatico consulta especialista
4979,89251552,DEBITO LIDER EXPRESS,6.34,Alimentación,debito lider express
4980,79972705,TEF ENVIADA EXAMENES MED,129.12,Salud,tef enviada examenes med
4981,92548875,TEF ENVIADA CARGA BIP WEB,25.49,Transporte,tef enviada carga bip web
4982,31043077,COMPRA TBK AGUAS ANDINAS,103.03,Servicios,compra tbk aguas andinas
4983,96237148,PAGO AUTOMATICO CURSO IDIOMAS,25.01,Educación,pago automatico curso idiomas
4984,25393738,TEF ENVIADA VERDULERIA DON PEPE,57.18,Alimentación,tef enviada verduleria don pepe
4985,55598060,PAGO AUTOMATICO CONDOMINIO GGCC,333.11,Vivienda,pago automatico condominio ggcc
4986,24971009,ABONO ARRIENDO DEPT,344.65,Vivienda,abono arriendo dept
4987,77567852,COMPRA TBK GASOLINERA,31.9,Transporte,compra tbk gasolinera
4988,89685593,TEF ENVIADA TIENDA ONLINE,86.99,Servicios,tef enviada tienda online
4989,39236807,ABONO EASY PORTAL,287.79,Vivienda,abono easy portal
4990,58182132,COMPRA TBK PAGO CUOTAS,97.92,Vivienda,compra tbk pago cuotas
4991,93047275,PAGO AUTOmAtICO CURSO IDIOM4S,127.67,Educación,pago automatico curso idioms
4992,44130969,ABONO PEDIDOSYA CL,20.08,Alimentación,abono pedidosya cl
4993,10788985,ABONO JUMBO BILBAO,12.2,Alimentación,abono jumbo bilbao
4994,42753932,DEBITO TIENDA ONLINE,35.83,Ocio,debito tienda online
4995,51564356,TEF ENVIADA UDEMY COURSES,99.31,Educación,tef enviada udemy courses
4996,63655557,PAGO WEB MCDONALDS WEB,29.89,Alimentación,pago web mcdonalds web
4997,16378574,TEF ENVIADA SODIMAC HOME,145.27,Vivienda,tef enviada sodimac home
4998,71637911,CARGO TC SISTEMA DUOC,105.12,Educación,cargo tc sistema duoc
4999,29622048,PAGO WEB FARMACIA AHUMADA,43.61,Salud,pago web farmacia ahumada
5000,20135716,PAGO WEB HOME CENTER,361.03,Vivienda,pago web home center
5001,33155666,DEBITO PAGO CUOTAS,20.03,Servicios,debito pago cuotas
5002,47690657,COMPRA TBK SERVICIO TECNICO,62.54,Servicios,compra tbk servicio tecnico
5003,10392185,CARGO TC TIENDA ONLINE,10.42,Alimentación,cargo tc tienda online
5004,41681545,TEF ENVIADA TIENDA ONLINE,34.33,Educación,tef enviada tienda online
5005,20307567,DEBITO PAGO CUOTAS,133.41,Servicios,debito pago cuotas
5006,95520167,PAGO WEB TIENDA ONLINE,27.61,Ocio,pago web tienda online
5007,99598978,TEF ENVIADA SODIMAC HOME,288.08,Vivienda,tef enviada sodimac home
5008,90561864,TEF ENVIADA EVENTO DEPORTIVO,5.69,Ocio,tef enviada evento deportivo
5009,96975241,PAGO WEB MERCADO CENTRAL,31.74,Ocio,pago web mercado central
5010,44491159,COmPrA TBK CONDOMINIO GGCC,294.56,Vivienda,compra tbk condominio ggcc
5011,71304217,PAGO AUTOMATICO JUMBO BILBAO,11.28,Alimentación,pago automatico jumbo bilbao
5012,13702335,PAGO WEB CARGA BIP WEB,48.7,Transporte,pago web carga bip web
5013,23985428,ABONO MERCADO CENTRAL,14.92,Ocio,abono mercado central
5014,24781288,PAGO WEB SODIMAC HOME,358.75,Vivienda,pago web sodimac home
5015,96245917,PAGO WEB COLEGIO MENSUALIDAD,52.55,Educación,pago web colegio mensualidad
5016,29027791,PAGO AUTOMATICO CONSULTA ESPECIALISTA,96.36,Salud,pago automatico consulta especialista
5017,90535981,PAGO AUTOMATICO CONSULTA ESPECIALISTA,36.05,Salud,pago automatico consulta especialista
5018,69880867,COMPRA TBK PAGO CUOTAS,307.03,Vivienda,compra tbk pago cuotas
5019,77246547,DEBITO AGUAS ANDINAS,80.07,Servicios,debito aguas andinas
5020,88470973,ABONO VTR BANDA ANCHA,59.61,Servicios,abono vtr banda ancha
5021,61228594,DEBITO MCDONALDS WEB,55.8,Alimentación,debito mcdonalds web
5022,59963258,TEF ENVIADA HOME CENTER,177.21,Vivienda,tef enviada home center
5023,80431143,COMPRA TBK ESTACIONAMIENTO,31.28,Transporte,compra tbk estacionamiento
5024,39181001,TEF ENVIADA CRUZ VERDE LOCAL,106.23,Salud,tef enviada cruz verde local
5025,19240560,DEBITO BAR LA ESQUINA,21.61,Ocio,debito bar la esquina
5026,66943605,PAGO AUTOMATICO TALLER AUTOMOTRIZ,38.67,Servicios,pago automatico taller automotriz
5027,24824346,CARGO TC COPEC SANTIAGO,8.94,Transporte,cargo tc copec santiago
5028,50022422,ABONO SERVICIOS GENERALES,110.94,Vivienda,abono servicios generales
5029,78633402,CARGO TC SPOTIFY PREMIUM,17.47,Ocio,cargo tc spotify premium
5030,37811113,PAGO WEB PAGO CUOTAS,134.2,Educación,pago web pago cuotas
5031,60614535,PAGO AUTOMATICO PINTuRAS SHERWIN,238.53,Vivienda,pago automatico pinturas sherwin
5032,74832029,PAGO WEB PAGO CUOTAS,139.78,Educación,pago web pago cuotas
5033,41048131,PAGO WEB TAXI APP,5.16,Transporte,pago web taxi app
5034,95992823,PAGO AUTOMATICO INTEGRAMEDICA,41.9,Salud,pago automatico integramedica
5035,56240074,DEBITO STEAM GAMES,36.72,Ocio,debito steam games
5036,89706422,ABONO UBER TRIP,11.25,Transporte,abono uber trip
5037,61445893,PAGO AUTOMATICO CINEMARK ONLINE,23.14,Ocio,pago automatico cinemark online
5038,29482232,C0MPRA TBK CARGA BIP wEB,36.85,Transporte,cmpra tbk carga bip web
5039,78929256,PAGO AUTOMATICO TIENDA ONLINE,13.63,Alimentación,pago automatico tienda online
5040,21744737,PAGO WEB EASY PORTAL,237.77,Vivienda,pago web easy portal
5041,74486044,DEBITO SERVICIOS GENERALES,167.13,Vivienda,debito servicios generales
5042,79879085,PAGO WEB HOME CENTER,279.66,Vivienda,pago web home center
5043,88065767,PAGO AUTOMATICO TIENDA ONLINE,96.0,Servicios,pago automatico tienda online
5044,28095485,CARGO TC UDEMY COURSES,24.9,Educación,cargo tc udemy courses
5045,64924440,CARGO TC LIDER EXPRESS,48.48,Alimentación,cargo tc lider express
5046,84207900,PAGO WEB REPARACIONES HOGAR,266.93,Vivienda,pago web reparaciones hogar
5047,76104380,COMPRA TBK SPOTIFY PREMIUM,16.62,Ocio,compra tbk spotify premium
5048,52061564,ABONO BANCO DEL ESTADO,66.89,Servicios,abono banco del estado
5049,22632355,PAGO AUTOMATICO SHELL RUTA 5,14.25,Transporte,pago automatico shell ruta 
5050,33891892,ABONO REPARACIONES HOGAR,310.7,Vivienda,abono reparaciones hogar
5051,50948257,COMPRA TBK TALLER AUTOMOTRIZ,95.23,Servicios,compra tbk taller automotriz
5052,21902422,PAGO WEB ESTACIONAMIENTO,36.57,Transporte,pago web estacionamiento
5053,89185430,ABONO PEAJE TAG,40.65,Transporte,abono peaje tag
5054,32372707,PAGO AUTOMATICO UDEMY COURSES,107.68,Educación,pago automatico udemy courses
5055,77053980,DEBITO ALMACEN VECINAL,9.23,Alimentación,debito almacen vecinal
5056,33050625,TEF ENVIADA REPARACIONES HOGAR,90.22,Vivienda,tef enviada reparaciones hogar
5057,42491014,PAGO AUTOMATICO DIDI RIDE,9.23,Transporte,pago automatico didi ride
5058,14916524,CARGO TC TIENDA ONLINE,115.6,Educación,cargo tc tienda online
5059,17554086,DEBITO PRONTO COPEC,18.35,Alimentación,debito pronto copec
5060,49708789,PAGO WEB CINEMARK ONLINE,25.44,Ocio,pago web cinemark online
5061,66518812,PAGO WEB SERVICIO TECNICO,136.53,Servicios,pago web servicio tecnico
5062,88651131,DEBITO GASCO LIQUADO,86.74,Servicios,debito gasco liquado
5063,47373148,TEF ENVIADA AGUAS ANDINAS,149.89,Servicios,tef enviada aguas andinas
5064,53239132,DEBITO GASOLINERA,47.75,Transporte,debito gasolinera
5065,19360323,PAGO AUTOMATICO FARMACIA AHUMADA,126.71,Salud,pago automatico farmacia ahumada
5066,18961565,CARGO TC CINEMARK ONLINE,39.61,Ocio,cargo tc cinemark online
5067,66501883,ABONO CLARO TELECOM,135.72,Servicios,abono claro telecom
5068,15009362,DEBITO MCDONALDS WEB,11.68,Alimentación,debito mcdonalds web
5069,45046953,TEF ENVIADA PAGO CUOTAS,60.12,Educación,tef enviada pago cuotas
5070,43781142,DEBITO ALMACEN VECINAL,22.51,Alimentación,debito almacen vecinal
5071,17076128,PAGO AUTOMATICO PEDIDOSYA CL,38.17,Alimentación,pago automatico pedidosya cl
5072,98782010,PAGO WEB MERCADO CENTRAL,45.53,Alimentación,pago web mercado central
5073,67532295,COMPRA TBK TIENDA ONLINE,107.41,Servicios,compra tbk tienda online
5074,72386266,ABONO CONSULTA ESPECIALISTA,28.99,Salud,abono consulta especialista
5075,92044472,PAGO WEB CRUZ VERDE LOCAL,94.75,Salud,pago web cruz verde local
5076,35257425,PAGO AUTOMATICO SHELL RUTA 5,23.07,Transporte,pago automatico shell ruta 
5077,18639852,PAGO AUTOMATICO AGUAS ANDINAS,19.32,Servicios,pago automatico aguas andinas
5078,67551532,PAGO WEB DIDI RIDE,29.91,Transporte,pago web didi ride
5079,40381915,COMPRA TBK CONDOMINIO GGCC,297.31,Vivienda,compra tbk condominio ggcc
5080,33038587,CARGO TC MCDONALDS WEB,40.55,Alimentación,cargo tc mcdonalds web
5081,80492567,COMPRA TBK BAR LA ESQUINA,53.38,Ocio,compra tbk bar la esquina
5082,65270148,ABONO GASCO LIQUADO,104.32,Servicios,abono gasco liquado
5083,51966025,DEBITO UBER TRIP,21.97,Transporte,debito uber trip
5084,51608017,PAGO WEB LIDER EXPRESS,20.96,Alimentación,pago web lider express
5085,46339605,ABONO CARGA BIP WEB,13.54,Transporte,abono carga bip web
5086,42836464,TEF ENVIADA NETFLIX.COM,49.47,Ocio,tef enviada netflixcom
5087,51292129,COMPRA TBK SERVICIO TECNICO,71.49,Servicios,compra tbk servicio tecnico
5088,79089091,COMPRA TBK FARMACIA AHUMADA,69.61,Salud,compra tbk farmacia ahumada
5089,11082382,PAGO AUTOMATICO PEDIDOSYA CL,38.7,Alimentación,pago automatico pedidosya cl
5090,57184646,COMPRA TBK LIBRERIA UNIVERSITARIA,36.94,Educación,compra tbk libreria universitaria
5091,52938800,TEF ENVIADA COLEGIO MENSUALIDAD,53.55,Educación,tef enviada colegio mensualidad
5092,22527708,CARGO TC CINEMARK ONLINE,42.64,Ocio,cargo tc cinemark online
5093,34036169,PAGO WEB UDEMY COURSES,63.98,Educación,pago web udemy courses
5094,13645536,ABONO DELIVERY COMIDA,40.37,Alimentación,abono delivery comida
5095,34325432,CARGO TC CENTRO MEDICO,114.91,Salud,cargo tc centro medico
5096,33420929,COMPRA TBK MATRICULA UNIV,43.86,Educación,compra tbk matricula univ
5097,66831347,PAGO AUTOMATICO SERVICIOS GENERALES,259.98,Vivienda,pago automatico servicios generales
5098,41099966,PAGO WEB VTR BANDA ANCHA,85.22,Servicios,pago web vtr banda ancha
5099,18781194,CARGO TC SUPERMERCADO DIA,39.38,Alimentación,cargo tc supermercado dia
5100,93364164,PAGO WEB SISTEMA DUOC,121.03,Educación,pago web sistema duoc
5101,94681467,TEF ENVIADA CLARO TELECOM,130.21,Servicios,tef enviada claro telecom
5102,33847090,PAGO AUTOMATICO CRUZ VERDE LOCAL,81.73,Salud,pago automatico cruz verde local
5103,50252966,PAGO AUTOMATICO CARGA BIP WEB,42.1,Transporte,pago automatico carga bip web
5104,73436643,TEF ENVIADA SISTEMA DUOC,61.93,Educación,tef enviada sistema duoc
5105,92180715,PAGO AUTOMATICO MERCADO CENTRAL,18.99,Ocio,pago automatico mercado central
5106,58582968,PAGO AUTOMATICO TIENDA ONLINE,49.66,Alimentación,pago automatico tienda online
5107,33702186,TEF ENVIADA CARGA BIP WEB,26.1,Transporte,tef enviada carga bip web
5108,12794890,PAGO WEB MATRICULA UNIV,72.97,Educación,pago web matricula univ
5109,87526539,ABONO AUTOPISTA CENTRAL,52.41,Transporte,abono autopista central
5110,80204163,DEBITO PEAJE TAG,49.38,Transporte,debito peaje tag
5111,11108200,PAGO AUTOMATICO EXAMENES MED,44.82,Salud,pago automatico examenes med
5112,53314199,CARGO TC SERVICIOS GENERALES,260.33,Vivienda,cargo tc servicios generales
5113,44710619,PAGO AUTOMATICO SERVICIOS GENERALES,74.11,Servicios,pago automatico servicios generales
5114,15051362,PAGO WEB PAGO CUOTAS,116.68,Servicios,pago web pago cuotas
5115,83884008,CARGO TC TIENDA ONLINE,81.21,Servicios,cargo tc tienda online
5116,91942689,CARGO TC ARRIENDO DEPT,275.77,Vivienda,cargo tc arriendo dept
5117,67673288,PAGO WEB TIENDA ONLINE,29.75,Ocio,pago web tienda online
5118,68147182,PaGO AuTOMATICO LIBRERIA UNIVeRSITARIA,91.79,Educación,pago automatico libreria universitaria
5119,21010615,PAGO WEB PRONTO COPEC,9.44,Alimentación,pago web pronto copec
5120,70133687,ABONO GASCO LIQUADO,24.37,Servicios,abono gasco liquado
5121,68000193,ABONO PAGO CUOTAS,304.76,Vivienda,abono pago cuotas
5122,77804539,CARGO TC DELIVERY COMIDA,28.23,Alimentación,cargo tc delivery comida
5123,98877150,COMPRA TBK DELIVERY COMIDA,21.09,Alimentación,compra tbk delivery comida
5124,37848456,TEF ENVIADA MATRICULA UNIV,145.75,Educación,tef enviada matricula univ
5125,12502696,PAGO WEB CENTRO MEDICO,133.61,Salud,pago web centro medico
5126,96666133,ABONO CONSULTA ESPECIALISTA,56.92,Salud,abono consulta especialista
5127,40779634,ABONO SERVICIOS GENERALES,219.57,Vivienda,abono servicios generales
5128,45472873,TEF ENVIADA CRUZ VERDE LOCAL,136.17,Salud,tef enviada cruz verde local
5129,82082891,PAGO AUTOMATICO PAGO CUOTAS,92.3,Servicios,pago automatico pago cuotas
5130,14468446,COMPRA TBK OPTICA VISION,128.23,Salud,compra tbk optica vision
5131,42308550,ABONO CRUZ VERDE LOCAL,85.45,Salud,abono cruz verde local
5132,60518488,PAGO AUTOMATICO SERVICIOS GENERALES,132.44,Servicios,pago automatico servicios generales
5133,43469627,DEBITO FARMACIA AHUMADA,82.42,Salud,debito farmacia ahumada
5134,85066320,ABONO INTEGRAMEDICA,131.54,Salud,abono integramedica
5135,57082768,TEF ENVIADA TIENDA ONLINE,17.14,Ocio,tef enviada tienda online
5136,28965255,COMPRA TBK SPOTIFY PREMIUM,29.16,Ocio,compra tbk spotify premium
5137,91925144,PAGO WEB PAGO CUOTAS,100.79,Educación,pago web pago cuotas
5138,59509360,DEBITO PRONTO COPEC,13.11,Alimentación,debito pronto copec
5139,60472286,PAGO AUTOMATICO SERVICIOS GENERALES,116.26,Servicios,pago automatico servicios generales
5140,29687189,PAGO AUTOMATICO ALMACEN VECINAL,7.84,Alimentación,pago automatico almacen vecinal
5141,47749932,TEF ENVIADA TAXI APP,16.62,Transporte,tef enviada taxi app
5142,90228565,PAGO AUTOMATICO LIBRERIA UNIVERSITARIA,62.85,Educación,pago automatico libreria universitaria
5143,19655529,TEF ENVIADA STEAM GAMES,42.08,Ocio,tef enviada steam games
5144,66596788,TEF ENVIADA DIDI RIDE,9.88,Transporte,tef enviada didi ride
5145,26647276,PAGO AUTOMATICO NETFLIX.COM,53.72,Ocio,pago automatico netflixcom
5146,71948301,ABONO EXAMENES MED,134.06,Salud,abono examenes med
5147,62668823,TEF ENVIADA TAXI APP,29.45,Transporte,tef enviada taxi app
5148,84392590,PAGO WEB CRUZ VERDE LOCAL,138.08,Salud,pago web cruz verde local
5149,76544513,ABONO CURSO IDIOMAS,145.27,Educación,abono curso idiomas
5150,48500935,PAGO WEB SERVICIO TECNICO,101.01,Servicios,pago web servicio tecnico
5151,35536025,TEF ENVIADA CONSULTA ESPECIALISTA,72.46,Salud,tef enviada consulta especialista
5152,42215762,ABONO PINTURAS SHERWIN,216.67,Vivienda,abono pinturas sherwin
5153,13358421,PAGO WEB SERVICIOS GENERALES,142.8,Vivienda,pago web servicios generales
5154,72712681,ABONO COPEC SANTIAGO,24.51,Transporte,abono copec santiago
5155,21846980,CARGO TC OPTICA VISION,20.64,Salud,cargo tc optica vision
5156,37912042,ABONO SERVICIOS GENERALES,18.32,Servicios,abono servicios generales
5157,57924901,A8ONO UDeMY C0URSES,111.64,Educación,aono udemy curses
5158,45351816,DEBITO DIDI RIDE,23.89,Transporte,debito didi ride
5159,59050807,DEBITO PLATAFORMA APRENDIZAJE,44.44,Educación,debito plataforma aprendizaje
5160,65246410,ABONO DIDI RIDE,28.64,Transporte,abono didi ride
5161,11809088,DEBITO DELIVERY COMIDA,52.39,Alimentación,debito delivery comida
5162,18043668,PAGO AUTOMATICO PRONTO cOPEC,45.46,Alimentación,pago automatico pronto copec
5163,99345366,PAGO WEB CLARO TELECOM,60.63,Servicios,pago web claro telecom
5164,90242618,COMPRA TBK EASY PORTAL,225.65,Vivienda,compra tbk easy portal
5165,20784367,ABONO PAGO CUOTAS,22.15,Educación,abono pago cuotas
5166,70105652,CARGO TC DELIVERY COMIDA,48.32,Alimentación,cargo tc delivery comida
5167,51126010,PAGO AUTOMATICO CENTRO MEDICO,75.85,Salud,pago automatico centro medico
5168,96960978,PAGO WEB EASY PORTAL,192.93,Vivienda,pago web easy portal
5169,88322805,CARGO TC SODIMAC HOME,194.06,Vivienda,cargo tc sodimac home
5170,61459064,ABONO ENTRETENIMIENTO PLUS,35.12,Ocio,abono entretenimiento plus
5171,27873403,COMPRA TBK GASOLINERA,25.29,Transporte,compra tbk gasolinera
5172,93057174,COMPRA TBK CONSULTA ESPECIALISTA,19.49,Salud,compra tbk consulta especialista
5173,41079103,DEBITO CINEMARK ONLINE,5.2,Ocio,debito cinemark online
5174,66749009,DEBITO GASOLINERA,54.95,Transporte,debito gasolinera
5175,74582711,CARGO TC ENEL DISTRIBUCION,105.26,Servicios,cargo tc enel distribucion
5176,30879722,PAGO AUTOMATICO TIENDA ONLINE,19.39,Educación,pago automatico tienda online
5177,21843295,COMPRA TBK PEDIDOSYA CL,34.26,Alimentación,compra tbk pedidosya cl
5178,70541218,CARGO TC SODIMAC HOME,353.67,Vivienda,cargo tc sodimac home
5179,44001436,PAGO WEB PEAJE TAG,29.96,Transporte,pago web peaje tag
5180,71096872,CARGO TC MERCADO CENTRAL,21.46,Ocio,cargo tc mercado central
5181,91296702,COMPRA TBK CLINICA INDISA,46.74,Salud,compra tbk clinica indisa
5182,32345030,DEBITO JUMBO BILBAO,55.4,Alimentación,debito jumbo bilbao
5183,57962541,PAGO AUTOMATICO PEAJE TAG,59.57,Transporte,pago automatico peaje tag
5184,76692866,PAGO AUTOMATICO PAGO CUOTAS,77.07,Educación,pago automatico pago cuotas
5185,59186621,COMPRA TBK ALMACEN VECINAL,9.2,Alimentación,compra tbk almacen vecinal
5186,79003579,COMPRA TBK STEAM GAMES,25.56,Ocio,compra tbk steam games
5187,20540762,ABONO CENTRO MEDICO,58.9,Salud,abono centro medico
5188,95590035,ABONO TIENDA ONLINE,33.49,Educación,abono tienda online
5189,56134283,PAGO WEB MERCADO CENTRAL,53.23,Alimentación,pago web mercado central
5190,80130705,COMPRA TBK TIENDA ONLINE,52.5,Servicios,compra tbk tienda online
5191,84356696,TEF ENVIADA SPOTIFY PREMIUM,58.86,Ocio,tef enviada spotify premium
5192,24844760,ABONO CONSULTA ESPECIALISTA,62.75,Salud,abono consulta especialista
5193,23032659,TEF ENVIADA CLINICA INDISA,92.26,Salud,tef enviada clinica indisa
5194,15509949,PAGO WEB FARMACIA AHUMADA,112.53,Salud,pago web farmacia ahumada
5195,61697915,COMPRA TBK PEAJE TAG,15.4,Transporte,compra tbk peaje tag
5196,31070330,ABONO GASOLINERA,10.65,Transporte,abono gasolinera
5197,42502527,PAGO WEB PLATAFORMA APRENDIZAJE,146.93,Educación,pago web plataforma aprendizaje
5198,23637172,ABONO ENEL DISTRIBUCION,34.27,Servicios,abono enel distribucion
5199,35929785,TEF ENVIADA PLATAFORMA APRENDIZAJE,51.33,Educación,tef enviada plataforma aprendizaje
5200,36392820,DEBITO PRONTO COPEC,18.72,Alimentación,debito pronto copec
5201,17244245,CARGO TC CONSULTA ESPECIALISTA,143.32,Salud,cargo tc consulta especialista
5202,51246696,COMPRA TBK INTEGRAMEDICA,51.56,Salud,compra tbk integramedica
5203,23396039,PAGO WEB PAGO CUOTAS,362.8,Vivienda,pago web pago cuotas
5204,50678597,CARGO TC PAGO CUOTAS,102.91,Educación,cargo tc pago cuotas
5205,68003387,PAGO AUTOMATICO CONSULTA ESPECIALISTA,43.23,Salud,pago automatico consulta especialista
5206,50745258,CARGO TC CLARO TELECOM,26.76,Servicios,cargo tc claro telecom
5207,28972893,PAGO WEB MATRICULA UNIV,66.93,Educación,pago web matricula univ
5208,65965577,CARGO TC LIBRERIA UNIVERSITARIA,52.95,Educación,cargo tc libreria universitaria
5209,13074636,DEBITO SUPERMERCADO DIA,28.06,Alimentación,debito supermercado dia
5210,92659260,DEBITO VERDULERIA DON PEPE,10.13,Alimentación,debito verduleria don pepe
5211,99141214,DEBITO TIENDA ONLINE,18.75,Alimentación,debito tienda online
5212,66022914,PAGO AUTOMATICO AGUAS ANDINAS,125.39,Servicios,pago automatico aguas andinas
5213,77004355,DEBITO UBER TRIP,24.57,Transporte,debito uber trip
5214,61140825,TEF ENVIADA TIENDA ONLINE,50.96,Ocio,tef enviada tienda online
5215,46371670,TEF ENVIADA PAGO CUOtAS,79.52,Educación,tef enviada pago cuotas
5216,27806561,DEBITO AGUA5 ANDIN4S,87.18,Servicios,debito agua andins
5217,29564550,DEBITO SODIMAC HOME,60.68,Vivienda,debito sodimac home
5218,45880608,PAGO AUTOMATICO ENTRETENIMIENTO PLUS,35.74,Ocio,pago automatico entretenimiento plus
5219,35685863,DEBITO CURSO IDIOMAS,87.91,Educación,debito curso idiomas
5220,49626654,PAGO WEB MCDONALDS WEB,23.41,Alimentación,pago web mcdonalds web
5221,78681848,CARGO TC NETFLIX.COM,53.65,Ocio,cargo tc netflixcom
5222,29786357,COMPRA TBK BANCO DEL ESTADO,137.89,Servicios,compra tbk banco del estado
5223,15894550,COMPRA TBK PAGO CUOTAS,50.33,Educación,compra tbk pago cuotas
5224,34418079,ABONO MCDONALDS WEB,19.42,Alimentación,abono mcdonalds web
5225,74036095,ABONO REPARACIONES HOGAR,142.22,Vivienda,abono reparaciones hogar
5226,55777021,DEBITO TALLER AUTOMOTRIZ,15.83,Servicios,debito taller automotriz
5227,95169781,CARGO TC UDEMY COURSES,80.37,Educación,cargo tc udemy courses
5228,62632484,PAGO WEB COMPRA EN AMAZON,57.96,Ocio,pago web compra en amazon
5229,62201134,COMPRA TBK INTEGRAMEDICA,56.09,Salud,compra tbk integramedica
5230,39602737,PAGO AUTOMATICO SERVICIO TECNICO,82.08,Servicios,pago automatico servicio tecnico
5231,69431275,PAGO WEB HOME CENTER,304.8,Vivienda,pago web home center
5232,92321426,PAGO AUTOMATICO REPARACIONES HOGAR,268.2,Vivienda,pago automatico reparaciones hogar
5233,17041976,TEF ENVIADA SHELL RUTA 5,27.92,Transporte,tef enviada shell ruta 
5234,21835886,ABONO UBER TRIP,59.58,Transporte,abono uber trip
5235,47506097,PAGO WEB GASCO LIQUADO,77.48,Servicios,pago web gasco liquado
5236,20689300,DEBITO LIBRERIA UNIVERSITARIA,115.51,Educación,debito libreria universitaria
5237,37825281,TEF ENVIADA UDEMY COURSES,56.1,Educación,tef enviada udemy courses
5238,88767475,ABONO CLARO TELECOM,121.67,Servicios,abono claro telecom
5239,32614135,DEBITO SERVICIO TECNICO,143.1,Servicios,debito servicio tecnico
5240,26379293,CARGO TC LIBRERIA UNIVERSITARIA,46.35,Educación,cargo tc libreria universitaria
5241,85268530,DEBITO tI3NDA ONLINE,43.51,Servicios,debito tinda online
5242,38863906,DEBITO FARMACIA AHUMADA,99.54,Salud,debito farmacia ahumada
5243,26924127,CARGO TC TIENDA ONLINE,102.05,Servicios,cargo tc tienda online
5244,44339270,COMPRA TBK PAGO CUOTAS,352.59,Vivienda,compra tbk pago cuotas
5245,80963668,PAGO AUTOMATICO PAGO CUOTAS,114.75,Servicios,pago automatico pago cuotas
5246,30031958,PAGO AUTOMATICO REPARACIONES HOGAR,257.55,Vivienda,pago automatico reparaciones hogar
5247,98909550,ABONO AUTOPISTA CENTRAL,34.41,Transporte,abono autopista central
5248,82010674,PAGO WEB UBER TRIP,54.56,Transporte,pago web uber trip
5249,42946337,PAGO WEB AGUAS ANDINAS,62.29,Servicios,pago web aguas andinas
5250,67323574,PAGO WEB VERDULERIA DON PEPE,34.43,Alimentación,pago web verduleria don pepe
5251,95783731,PAGO AUTOMATICO CENTRO MEDICO,79.33,Salud,pago automatico centro medico
5252,84043097,PAGO AUTOMATICO SUPERMERCADO DIA,17.03,Alimentación,pago automatico supermercado dia
5253,87153915,PAGO WEB EXAMENES MED,76.49,Salud,pago web examenes med
5254,36932949,TEF ENVIADA SHELL RUTA 5,9.46,Transporte,tef enviada shell ruta 
5255,54258702,CARGO TC REPARACIONES HOGAR,259.9,Vivienda,cargo tc reparaciones hogar
5256,46847864,DEBITO PEAJE TAG,34.56,Transporte,debito peaje tag
5257,18639596,COMPRA TBK PINTURAS SHERWIN,297.01,Vivienda,compra tbk pinturas sherwin
5258,31003771,DEBITO CENTRO MEDICO,70.0,Salud,debito centro medico
5259,25813035,ABONO FARMACIA AHUMADA,120.59,Salud,abono farmacia ahumada
5260,40067421,PAGO AUTOMATICO CURSO IDIOMAS,47.55,Educación,pago automatico curso idiomas
5261,58075507,ABONO REPARACIONES HOGAR,322.53,Vivienda,abono reparaciones hogar
5262,69136292,COMPRA TBK PINTURAS SHERWIN,235.29,Vivienda,compra tbk pinturas sherwin
5263,37721987,DEBITO ARRIENDO DEpT,172.84,Vivienda,debito arriendo dept
5264,63150566,COMPRA TBK MATRICULA UNIV,119.8,Educación,compra tbk matricula univ
5265,53926914,COMPRA TBK ENEL DISTRIBUCION,90.59,Servicios,compra tbk enel distribucion
5266,47685903,TEF ENVIADA ENTRETENIMIENTO PLUS,12.95,Ocio,tef enviada entretenimiento plus
5267,38852315,ABONO LIBRERIA UNIVERSITARIA,52.74,Educación,abono libreria universitaria
5268,65057429,TEF ENVIADA COMPRA EN AMAZON,35.43,Ocio,tef enviada compra en amazon
5269,97900106,ABONO TIENDA ONLINE,107.18,Educación,abono tienda online
5270,14507845,ABONO DELIVERY COMIDA,20.1,Alimentación,abono delivery comida
